formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C3H5FeNO3	[M + H]+	C3H6FeNO3+	Fatty acids	0.682	Fatty Acids and Conjugates	0.472	Halogenated fatty acids	0.949	Organic acids and derivatives	0.730	Carboxylic acids and derivatives	0.638					Carboxylic acids and derivatives	0.638	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	157.974	29	0.488	836961154493244566	836961000763609127	836961000763609126	25	
1	C2O6	[M + Na]+	C2NaO6+	Fatty acids	0.384	Fatty Acids and Conjugates	0.585	Dicarboxylic acids	0.323	Organic acids and derivatives	0.946	Carboxylic acids and derivatives	0.919	Carboxylic acids	0.840			Carboxylic acids	0.840	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142.959	29	0.489	836961149141312324	836961000478396435	836961000474202130	20	
1	C3H3FeNO2	[M + H]+	C3H4FeNO2+	Alkaloids	0.431	Nicotinic acid alkaloids	0.449	Halogenated fatty acids	0.715	Organic nitrogen compounds	0.974	Organonitrogen compounds	0.949					Organonitrogen compounds	0.949	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	139.964	29	0.489	836961155122390183	836961000541310999	836961000541310998	21	
1	C5H6FeN2O2	[M + H]+	C5H7FeN2O2+	Alkaloids	0.834	Nicotinic acid alkaloids	0.887	Pyridine alkaloids	0.887	Organoheterocyclic compounds	0.938	Heteroaromatic compounds	0.914					Heteroaromatic compounds	0.914	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.990	29	0.489	836961149598491496	836961000654557215	836961000654557214	23	
1	C4H3NO2S2	[M - H2O + H]+	C4H2NOS2+	Amino acids and Peptides	0.796	β-lactams	0.186	Cephalosporins	0.074	Organoheterocyclic compounds	0.973	Azoles	0.596	Thiazoles	0.588			Thiazoles	0.588	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	143.958	29	0.489	836961163196425884	836961000285458439	836961000285458438	17	
1	C4HNOS2	[M + H]+	C4H2NOS2+	Fatty acids	0.198	Fatty acyls	0.090	Oxygenated hydrocarbons	0.106	Organoheterocyclic compounds	0.940	Heteroaromatic compounds	0.767					Heteroaromatic compounds	0.767	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	143.957	29	0.490	836961150433158027	836961000348373003	836961000348373002	18	
1	C2H3AsO6	[M + K]+	C2H3AsKO6+	Fatty acids	0.661	Fatty Acids and Conjugates	0.786	Halogenated fatty acids	0.819	Organometallic compounds	0.962	Organometalloid compounds	0.962	Organoarsenic compounds	0.986	Pentavalent organic arsenic compounds	0.798	Pentaorganoarsanes	0.798	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Chemical entities	236.878	29	0.490	836961163804600022	836961000709083171	836961000704888866	24	
1	C3H2Cl3O4	[M + K]+	C3H2Cl3KO4+	Polyketides	0.589	Phenolic acids (C6-C1)	0.458	Halogenated fatty acids	0.648	Organohalogen compounds	0.997	Vinyl halides	0.732	Vinylogous halides	0.605			Vinylogous halides	0.605	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organochlorides; Vinyl halides; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	245.865	29	0.491	836961171006220629	836961000818135083	836961000813940778	26	
1	C5H6AsNO7	[M + K]+	C5H6AsKNO7+	Fatty acids	0.297	Fatty Acids and Conjugates	0.219	Halogenated fatty acids	0.468	Organometallic compounds	0.992	Organometalloid compounds	0.992	Organoarsenic compounds	0.999	Pentavalent organic arsenic compounds	0.967	Pentaorganoarsanes	0.967	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Alkylarsine oxides; Chemical entities	305.899	29	0.491	836961163183842959	836961000881049647	836961000881049646	27	
1	C3H5AsF2O6	[M + K]+	C3H5AsF2KO6+	Fatty acids	0.502	Fatty Acids and Conjugates	0.446	Halogenated fatty acids	0.835	Organometallic compounds	0.958	Organometalloid compounds	0.958	Organoarsenic compounds	0.994	Pentavalent organic arsenic compounds	0.884	Pentaorganoarsanes	0.884	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Alkylarsine oxides; Chemical entities	288.891	30	0.492	836961163716519626	836961002063843463	836961002063843462	49	
1	C3H7NO4PS3	[M + K]+	C3H7KNO4PS3+	Amino acids and Peptides	0.843	Small peptides	0.348	Aminoacids	0.360	Organic acids and derivatives	0.940	Organic thiosulfuric acids and derivatives	0.515	S-alkyl thiosulfates	0.515			S-alkyl thiosulfates	0.515	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organic thiosulfuric acids and derivatives; Sulfenyl compounds; S-alkyl thiosulfates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	286.892	30	0.492	836961165872392060	836961000960741427	836961000960741426	28	
1	C4H6O3P2S3	[M + Na]+	C4H6NaO3P2S3+	Fatty acids	0.286	Monoterpenoids	0.559	Oxygenated hydrocarbons	0.397	Organoheterocyclic compounds	0.659							Organoheterocyclic compounds	0.659	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	282.884	30	0.492	836961167826937972	836961001015267383	836961001015267382	29	
1	C5H5BrO3S	[M + K]+	C5H5BrKO3S+	Fatty acids	0.870	Fatty Acids and Conjugates	0.776	Halogenated fatty acids	0.876	Organic acids and derivatives	0.797	Carboxylic acids and derivatives	0.808					Carboxylic acids and derivatives	0.808	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organobromides; Carbonyl compounds; Vinyl bromides; Vinyl halides; Bromoalkenes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	262.878	30	0.492	836961161590007292	836961001082376251	836961001078181946	30	
1	C5H4AsNO6	[M + K]+	C5H4AsKNO6+	Fatty acids	0.254	Fatty Acids and Conjugates	0.199	Halogenated fatty acids	0.461	Organometallic compounds	0.993	Organometalloid compounds	0.993	Organoarsenic compounds	0.998	Pentavalent organic arsenic compounds	0.891	Pentaorganoarsanes	0.891	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Alkylarsine oxides; Chemical entities	287.889	30	0.493	836961166849665037	836961001191428163	836961001191428162	32	
1	C2H4MgO6P2	[M + Na]+	C2H4MgNaO6P2+	Fatty acids	0.449	Fatty Acids and Conjugates	0.526	Halogenated fatty acids	0.844	Organic acids and derivatives	0.980	Carboxylic acids and derivatives	0.648					Carboxylic acids and derivatives	0.648	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Carbonyl compounds; Organic salts; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	232.923	30	0.493	836961170741979462	836961001245954119	836961001245954118	33	
1	C4H4AsNO5	[M + K]+	C4H4AsKNO5+	Fatty acids	0.404	Fatty Acids and Conjugates	0.339	Halogenated fatty acids	0.574	Organometallic compounds	0.994	Organometalloid compounds	0.994	Organoarsenic compounds	0.998	Pentavalent organic arsenic compounds	0.858	Pentaorganoarsanes	0.858	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Carboxylic acids; Organometalloid compounds; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Alkylarsine oxides; Chemical entities	259.894	30	0.493	836961151674672083	836961001396949075	836961001396949074	36	
1	C2H2FeO5P2	[M + Na]+	C2H2FeNaO5P2+	Fatty acids	0.111	Fatty Acids and Conjugates	0.033	Halogenated fatty acids	0.305	Organic acids and derivatives	0.893	Organic phosphonic acids and derivatives	0.846	Organic phosphonic acids	0.752			Organic phosphonic acids	0.752	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.867	30	0.493	836961165977249695	836961001300480075	836961001296285770	34	
1	C4H8AsFN2O7	[M + K]+	C4H8AsFKN2O7+	Carbohydrates	0.501	Fatty Acids and Conjugates	0.131	Halogenated fatty acids	0.709	Organometallic compounds	0.904	Organometalloid compounds	0.904	Organoarsenic compounds	0.991	Pentavalent organic arsenic compounds	0.831	Pentaorganoarsanes	0.831	Organic compounds; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Organofluorides; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organopnictogen compounds; Organic oxygen compounds; Alkylarsine oxides; Organic nitrogen compounds; Chemical entities	328.915	30	0.493	836961337096479496	836961001451475031	836961001451475030	37	
1	C3O2S4	[M + Na]+	C3NaO2S4+	Shikimates and Phenylpropanoids	0.364	Tropolones	0.938	Tropolones and derivatives (Shikimate)	0.735	Organoheterocyclic compounds	0.949	Dithioles	0.807	1,2-dithioles	0.748	1,2-dithiole-3-ones	0.735	1,2-dithiole-3-ones	0.735	Organic compounds; Organoheterocyclic compounds; Organooxygen compounds; Dithioles; 1,2-dithiole-3-ones; 1,2-dithioles; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	218.868	30	0.494	836961186256711394	836961001501806683	836961001501806682	38	
1	C3H5NO6S3	[M + K]+	C3H5KNO6S3+	Fatty acids	0.610	Fatty Acids and Conjugates	0.726	Halogenated fatty acids	0.160	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.889	Carboxylic acids	0.839			Carboxylic acids	0.839	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	285.894	30	0.494	836961319610425139	836961001606664291	836961001606664290	40	
1	C3H3AsO7	[M + K]+	C3H3AsKO7+	Fatty acids	0.165	Fatty Acids and Conjugates	0.220	Halogenated fatty acids	0.330	Organometallic compounds	0.963	Organometalloid compounds	0.963	Organoarsenic compounds	0.985	Pentavalent organic arsenic compounds	0.767	Pentaorganoarsanes	0.767	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Chemical entities	264.873	30	0.494	836961332960895530	836961001556332639	836961001556332638	39	
1	C4H3MgNO7S	[M + Na]+	C4H3MgNNaO7S+	Amino acids and Peptides	0.117	Fatty Acids and Conjugates	0.065	Halogenated fatty acids	0.137	Organic 1,3-dipolar compounds	0.902	Allyl-type 1,3-dipolar organic compounds	0.911	Organic nitro compounds	0.907	C-nitro compounds	0.886	Nitroaromatic compounds	0.680	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Sulfonyls; Carboxylic acids; Organic oxoazanium compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	255.939	30	0.494	836961296894073479	836961001669578855	836961001669578854	41	
1	C8H18N2	[M + H]+	C8H19N2+	Alkaloids	0.964	Ornithine alkaloids	0.942	Polyamines	0.956	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.936	Tertiary amines	0.475	Trialkylamines	0.532	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Trialkylamines; Amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	143.154	30	0.497	836961139473441363	836961001912848507	836961001912848506	46	
1	CH4O4S4	[M + Na]+	CH4NaO4S4+	Fatty acids	0.709	Fatty acyls	0.425	Fatty alcohols	0.038	Organosulfur compounds	0.858							Organosulfur compounds	0.858	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	230.890	30	0.497	836961174072257230	836961001816379507	836961001816379506	44	
1	C6H6Br2Cl2O3	[M - H2O + H]+	C6H5Br2Cl2O2+	Polyketides	0.767	Aromatic polyketides	0.406	Simple phenolic acids	0.348	Benzenoids	0.804	Benzene and substituted derivatives	0.763	Benzoic acids and derivatives	0.477	Halobenzoic acids and derivatives	0.562	Halobenzoic acids and derivatives	0.562	Organic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Carboxylic acids; Organobromides; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Aryl halides; Vinyl halides; Halobenzoic acids and derivatives; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	336.803	30	0.499	836961172541336053	836961001958985855	836961001958985854	47	
1	C8H11ClFNO	[M + Na]+	C8H11ClFNNaO+	Alkaloids	0.489	Small peptides	0.124	Halogenated fatty acids	0.435	Benzenoids	0.150	Benzene and substituted derivatives	0.329	Halobenzenes	0.605			Halobenzenes	0.605	Organic compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Aryl fluorides; Organochlorides; Organofluorides; Aryl halides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.040	30	0.500	836961144988951186	836960999807307755	836960999807307754	10	
1	C7H13N	[M + H3N + H]+	C7H17N2+	Alkaloids	0.952	Ornithine alkaloids	0.451	Acetate-derived alkaloids	0.607	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.949	Tertiary amines	0.540	Trialkylamines	0.594	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	129.139	30	0.501	836961337335554905	836961002109980811	836961002109980810	50	
1	C6H11NO2	[M + H3N + H]+	C6H15N2O2+	Amino acids and Peptides	0.993	Small peptides	0.997	Aminoacids	0.998	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.987	Amino acids and derivatives	0.986	Alpha amino acids	0.597	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	147.113	30	0.504	836961156011582689	836961002156118159	836961002156118158	51	
1	C8H12	[M + H3N + H]+	C8H16N+	Fatty acids	0.703	Fatty acyls	0.724	Hydrocarbons	0.165	Hydrocarbons	0.980	Unsaturated hydrocarbons	0.855	Unsaturated aliphatic hydrocarbons	0.881			Unsaturated aliphatic hydrocarbons	0.881	Organic compounds; Hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities	126.128	31	0.510	836961301004491632	836961002248392855	836961002248392854	53	
