"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C5H5BrO3S"	"[M + K]+"	"C5H5BrKO3S+"	"Fatty acids"	0.87	"Fatty Acids and Conjugates"	0.776	"Halogenated fatty acids"	0.876	"Organic acids and derivatives"	0.797	"Carboxylic acids and derivatives"	0.808	NA	NA	NA	NA	"Carboxylic acids and derivatives"	0.808	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organobromides; Carbonyl compounds; Vinyl bromides; Vinyl halides; Bromoalkenes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	262.878	30	0.492	836961161590007296	836961001082376192	836961001078181888	30	NA	30
1	"C3O2S4"	"[M + Na]+"	"C3NaO2S4+"	"Shikimates and Phenylpropanoids"	0.364	"Tropolones"	0.938	"Tropolones and derivatives (Shikimate)"	0.735	"Organoheterocyclic compounds"	0.949	"Dithioles"	0.807	"1,2-dithioles"	0.748	"1,2-dithiole-3-ones"	0.735	"1,2-dithiole-3-ones"	0.735	"Organic compounds; Organoheterocyclic compounds; Organooxygen compounds; Dithioles; 1,2-dithiole-3-ones; 1,2-dithioles; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	218.868	30	0.494	836961186256711424	836961001501806720	836961001501806720	38	NA	38
1	"C3H5NO6S3"	"[M + K]+"	"C3H5KNO6S3+"	"Fatty acids"	0.61	"Fatty Acids and Conjugates"	0.726	"Halogenated fatty acids"	0.16	"Organic acids and derivatives"	0.997	"Carboxylic acids and derivatives"	0.889	"Carboxylic acids"	0.839	NA	NA	"Carboxylic acids"	0.839	"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	285.894	30	0.494	836961319610425088	836961001606664320	836961001606664320	40	NA	40
1	"C8H18N2"	"[M + H]+"	"C8H19N2+"	"Alkaloids"	0.964	"Ornithine alkaloids"	0.942	"Polyamines"	0.956	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.936	"Tertiary amines"	0.475	"Trialkylamines"	0.532	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Trialkylamines; Amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	143.154	30	0.497	836961139473441408	836961001912848512	836961001912848512	46	NA	46
1	"CH4O4S4"	"[M + Na]+"	"CH4NaO4S4+"	"Fatty acids"	0.709	"Fatty acyls"	0.425	"Fatty alcohols"	0.038	"Organosulfur compounds"	0.858	NA	NA	NA	NA	NA	NA	"Organosulfur compounds"	0.858	"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	230.89	30	0.497	836961174072257280	836961001816379520	836961001816379520	44	NA	44
1	"C8H11ClFNO"	"[M + Na]+"	"C8H11ClFNNaO+"	"Alkaloids"	0.489	"Small peptides"	0.124	"Halogenated fatty acids"	0.435	"Benzenoids"	0.15	"Benzene and substituted derivatives"	0.329	"Halobenzenes"	0.605	NA	NA	"Halobenzenes"	0.605	"Organic compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Aryl fluorides; Organochlorides; Organofluorides; Aryl halides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	214.04	30	0.5	836961144988951168	836960999807307776	836960999807307776	10	NA	10
1	"C7H13N"	"[M + H3N + H]+"	"C7H17N2+"	"Alkaloids"	0.952	"Ornithine alkaloids"	0.451	"Acetate-derived alkaloids"	0.607	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.949	"Tertiary amines"	0.54	"Trialkylamines"	0.594	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	129.139	30	0.501	836961337335554944	836961002109980800	836961002109980800	50	NA	50
1	"C6H11NO2"	"[M + H3N + H]+"	"C6H15N2O2+"	"Amino acids and Peptides"	0.993	"Small peptides"	0.997	"Aminoacids"	0.998	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.987	"Amino acids and derivatives"	0.986	"Alpha amino acids"	0.597	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	147.113	30	0.504	836961156011582720	836961002156118144	836961002156118144	51	NA	51
1	"C8H12"	"[M + H3N + H]+"	"C8H16N+"	"Fatty acids"	0.703	"Fatty acyls"	0.724	"Hydrocarbons"	0.165	"Hydrocarbons"	0.98	"Unsaturated hydrocarbons"	0.855	"Unsaturated aliphatic hydrocarbons"	0.881	NA	NA	"Unsaturated aliphatic hydrocarbons"	0.881	"Organic compounds; Hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities"	126.128	31	0.51	836961301004491648	836961002248392832	836961002248392832	53	NA	53
1	"C7H16N2"	"[M + H3N + H]+"	"C7H20N3+"	"Alkaloids"	0.999	"Ornithine alkaloids"	1	"Polyamines"	1	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.997	"Secondary amines"	0.833	"Dialkylamines"	0.838	"Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	146.165	31	0.519	836961332784734720	836961002403582080	836961002403582080	56	NA	56
5	"C19H13F5O4"	"[M + Na]+"	"C19H13F5NaO4+"	"Shikimates and Phenylpropanoids"	0.531	"Sesquiterpenoids"	0.043	"Chalcones"	0.034	"Benzenoids"	0.951	"Phenol ethers"	0.658	NA	NA	NA	NA	"Phenol ethers"	0.658	"Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	423.063	31	0.522	836961156510704896	836961002571354240	836961002567159936	59	NA	59
1	"C8H18N2"	"[M + H3N + H]+"	"C8H22N3+"	"Alkaloids"	0.998	"Ornithine alkaloids"	0.999	"Polyamines"	1	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.989	"Secondary amines"	0.651	"Dialkylamines"	0.641	"Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	160.181	32	0.526	836961332851843584	836961002772680832	836961002768486528	63	NA	63
2	"C8H19N3O"	"[M + H]+"	"C8H20N3O+"	"Alkaloids"	1	"Ornithine alkaloids"	1	"Polyamines"	1	"Organic acids and derivatives"	0.991	"Carboxylic acids and derivatives"	0.979	"Amino acids, peptides, and analogues"	0.984	"Amino acids and derivatives"	0.984	"Amino acids and derivatives"	0.984	"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Amines; Primary amines; Secondary amines; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	174.16	32	0.533	836961140270359168	836961002999173376	836961002999173376	68	NA	68
2	"C21H12Cl6N6O4"	"[M + K]+"	"C21H12Cl6KN6O4+"	"Alkaloids"	0.519	"Proline alkaloids"	0.313	"Pyrrole alkaloids"	0.312	"Benzenoids"	0.968	"Benzene and substituted derivatives"	0.785	"Halobenzenes"	0.645	"Chlorobenzenes"	0.614	"Dichlorobenzenes"	0.737	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Diazines; Organochlorides; Benzene and substituted derivatives; Benzenoids; Amines; Dichlorobenzenes; Aryl halides; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	660.869	33	0.542	836961172537141760	836961003179528448	836961003179528448	72	NA	72
4	"C15H13ClF6O3"	"[M + Na]+"	"C15H13ClF6NaO3+"	"Terpenoids"	0.494	"Sesquiterpenoids"	0.305	"Halogenated fatty acids"	0.056	"Benzenoids"	0.863	"Benzene and substituted derivatives"	0.857	"Halobenzenes"	0.781	"Fluorobenzenes"	0.749	"Fluorobenzenes"	0.749	"Organic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organochlorides; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclopropanecarboxylic acids and derivatives; Aryl halides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	413.034	33	0.543	836961328477184256	836961003133391104	836961003133391104	71	NA	71
1	"C9H18N2O"	"[M + H3N + H]+"	"C9H22N3O+"	"Alkaloids"	0.901	"Ornithine alkaloids"	0.935	"Polyamines"	0.886	"Organic acids and derivatives"	0.991	"Carboxylic acids and derivatives"	0.983	"Amino acids, peptides, and analogues"	0.959	"Amino acids and derivatives"	0.957	"Alpha amino acid amides"	0.545	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	188.176	33	0.553	836961322164756352	836961003267608832	836961003267608832	74	NA	74
1	"C5H11NO2"	"[M + K]+"	"C5H11KNO2+"	"Amino acids and Peptides"	0.997	"Small peptides"	0.997	"Aminoacids"	0.998	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.996	"Amino acids, peptides, and analogues"	0.974	"Amino acids and derivatives"	0.974	"Alpha amino acids"	0.734	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	156.042	34	0.559	836961317089648256	836961003313746176	836961003309551872	75	NA	75
1	"C6H11N3O2"	"[M + H3N + H]+"	"C6H15N4O2+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.999	"Amino acids and derivatives"	0.999	"Alpha amino acids"	0.934	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	175.119	34	0.563	836961174642682624	836961003674456320	836961003670262016	82	NA	82
1	"C5H11NO2"	"[M + Na]+"	"C5H11NNaO2+"	"Amino acids and Peptides"	0.902	"Small peptides"	0.949	"Aminoacids"	0.934	"Organic acids and derivatives"	0.982	"Carboxylic acids and derivatives"	0.975	"Amino acids, peptides, and analogues"	0.793	"Amino acids and derivatives"	0.791	"Alpha amino acids and derivatives"	0.606	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	140.068	34	0.565	836961156187743488	836961003716399360	836961003716399360	83	NA	83
1	"C8H10O9S"	"[M + H]+"	"C8H11O9S+"	"Carbohydrates"	0.851	"Saccharides"	0.534	"Monosaccharides"	0.321	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.834	"Monosaccharides"	0.697	"Monosaccharides"	0.697	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	283.011	35	0.579	836961175028558720	836961003758342400	836961003758342400	84	NA	84
3	"C4H8N6O4"	"[M + H]+"	"C4H9N6O4+"	"Alkaloids"	0.7	"Pseudoalkaloids (transamidation)"	0.513	"Purine alkaloids"	0.732	"Organic 1,3-dipolar compounds"	0.626	"Allyl-type 1,3-dipolar organic compounds"	0.558	"Organic nitro compounds"	0.568	NA	NA	"Organic nitro compounds"	0.568	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	205.068	35	0.586	836961170423212288	836961003938697472	836961003938697472	88	NA	88
1	"C4H4NO3PS"	"[M + H3N + H]+"	"C4H8N2O3PS+"	"Alkaloids"	0.392	"Nicotinic acid alkaloids"	0.466	"Pyridine alkaloids"	0.468	"Organoheterocyclic compounds"	0.705	NA	NA	NA	NA	NA	NA	"Organoheterocyclic compounds"	0.705	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	194.998	36	0.596	836961163460667008	836961004068720896	836961004068720896	91	NA	91
2	"C2H4Cl4O3P2"	"[M + Na]+"	"C2H4Cl4NaO3P2+"	"Fatty acids"	0.556	"Fatty Acids and Conjugates"	0.013	"Halogenated fatty acids"	0.176	"Organic acids and derivatives"	0.977	"Organic phosphonic acids and derivatives"	0.879	"Organic phosphonic acids"	0.693	NA	NA	"Organic phosphonic acids"	0.693	"Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Alkyl chlorides; Organic phosphonic acids; Organochlorides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Chemical entities"	300.826	36	0.603	836961197325480576	836961004341350784	836961004341350784	97	NA	97
1	"C6H7NO3"	"[M + H3N + H]+"	"C6H11N2O3+"	"Amino acids and Peptides"	0.648	"Nicotinic acid alkaloids"	0.148	"Primary amides"	0.148	"Organoheterocyclic compounds"	0.918	"Lactams"	0.595	NA	NA	NA	NA	"Lactams"	0.595	"Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	159.077	36	0.606	836961150961640320	836961004588814720	836961004588814720	103	NA	103
1	"C6H10N2O3"	"[M + H3N + H]+"	"C6H14N3O3+"	"Amino acids and Peptides"	0.998	"Small peptides"	0.999	"Aminoacids"	0.999	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.982	"Amino acids and derivatives"	0.982	"Alpha amino acids"	0.592	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	176.103	36	0.607	836961145962029824	836961004551065984	836961004551065984	102	NA	102
3	"C7H15NO2"	"[M + H]+"	"C7H16NO2+"	"Fatty acids"	0.522	"Small peptides"	0.461	"Aminoacids"	0.498	"Organic acids and derivatives"	0.996	"Carboxylic acids and derivatives"	0.992	"Amino acids, peptides, and analogues"	0.799	"Amino acids and derivatives"	0.799	"Amino acids and derivatives"	0.799	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Straight chain fatty acids; Amino acids and derivatives; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	146.118	36	0.607	836961333183193600	836961004672700800	836961004668506496	105	NA	105
