"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C40H60O7"	"[M + H3N + H]+"	"C40H64NO7+"	"Terpenoids"	0.99	"Triterpenoids"	0.937	"Ursane and Taraxastane triterpenoids"	0.419	"Lipids and lipid-like molecules"	0.981	"Prenol lipids"	0.883	"Triterpenoids"	0.793	NA	NA	"Triterpenoids"	0.793	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	670.468	29	0.48	839079746646020992	839079603569917696	839079603569917696	17	NA	17
1	"C32H62O"	"[M + H3N + H]+"	"C32H66NO+"	"Fatty acids"	0.903	"Fatty acyls"	0.315	"Fatty alcohols"	0.463	"Lipids and lipid-like molecules"	0.936	"Fatty Acyls"	0.627	NA	NA	NA	NA	"Fatty Acyls"	0.627	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	480.515	29	0.481	839079741281505664	839079603507003136	839079603502808832	16	NA	16
1	"C34H60O"	"[M + H3N + H]+"	"C34H64NO+"	"Fatty acids"	0.786	"Fatty acyls"	0.191	"Prenyl quinone meroterpenoids"	0.3	"Lipids and lipid-like molecules"	0.941	"Fatty Acyls"	0.681	"Fatty alcohols"	0.544	NA	NA	"Fatty alcohols"	0.544	"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Primary alcohols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	502.499	29	0.483	839079744251073152	839079603783827200	839079603783827200	20	NA	20
1	"C32H60O"	"[M + H3N + H]+"	"C32H64NO+"	"Fatty acids"	0.808	"Fatty acyls"	0.247	"Fatty alcohols"	0.216	"Lipids and lipid-like molecules"	0.842	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.842	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	478.499	29	0.483	839079746809598976	839079603712524032	839079603708329728	19	NA	19
1	"C34H62O"	"[M + H3N + H]+"	"C34H66NO+"	"Terpenoids"	0.819	"Fatty esters"	0.144	"Prenyl quinone meroterpenoids"	0.48	"Lipids and lipid-like molecules"	0.851	"Prenol lipids"	0.651	NA	NA	NA	NA	"Prenol lipids"	0.651	"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	504.514	29	0.483	839079844285231872	839079603855130368	839079603850936064	21	NA	21
2	"C34H67NO3"	"[M - H2O + H]+"	"C34H66NO2+"	"Fatty acids"	1	"Spingolipids"	1	"Ceramides"	1	"Lipids and lipid-like molecules"	0.99	"Sphingolipids"	0.988	"Ceramides"	0.997	"Long-chain ceramides"	0.706	"Long-chain ceramides"	0.706	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	520.509	29	0.483	839079752434161152	839079603922239232	839079603918044928	22	NA	22
1	"C34H58O"	"[M + H3N + H]+"	"C34H62NO+"	"Terpenoids"	0.985	"Triterpenoids"	0.614	"Lupane triterpenoids"	0.128	"Lipids and lipid-like molecules"	0.978	"Prenol lipids"	0.857	"Triterpenoids"	0.55	NA	NA	"Triterpenoids"	0.55	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Triterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	500.483	29	0.486	839079937168100480	839079604060651264	839079604056456960	24	NA	24
1	"C28H54O"	"[M + H3N + H]+"	"C28H58NO+"	"Fatty acids"	0.964	"Fatty esters"	0.811	"Wax monoesters"	0.595	"Lipids and lipid-like molecules"	0.775	"Fatty Acyls"	0.746	NA	NA	NA	NA	"Fatty Acyls"	0.746	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	424.451	29	0.488	839079755525363584	839079604123565824	839079604119371520	25	NA	25
1	"C29H48O15"	"[M + H3N + H]+"	"C29H52NO15+"	"Terpenoids"	0.677	"Monoterpenoids"	0.846	"Secoiridoid monoterpenoids"	0.862	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.98	"Glycosyl compounds"	0.781	"O-glycosyl compounds"	0.833	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	654.332	29	0.488	839079764262099712	839079604186480384	839079604182286080	26	NA	26
1	"C26H50O"	"[M + H3N + H]+"	"C26H54NO+"	"Fatty acids"	0.924	"Fatty acyls"	0.743	"Fatty alcohols"	0.861	"Lipids and lipid-like molecules"	0.92	"Fatty Acyls"	0.822	"Fatty alcohols"	0.65	NA	NA	"Fatty alcohols"	0.65	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	396.42	29	0.489	839079744548868736	839079604312309504	839079604312309504	28	NA	28
4	"C29H48O15"	"[M + H]+"	"C29H49O15+"	"Fatty acids"	0.418	"Monoterpenoids"	0.467	"Secoiridoid monoterpenoids"	0.538	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.972	"Glycosyl compounds"	0.689	"O-glycosyl compounds"	0.758	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	637.306	29	0.489	839079974832951552	839079604253589248	839079604249394944	27	NA	27
1	"C24H46O"	"[M + H3N + H]+"	"C24H50NO+"	"Fatty acids"	0.948	"Fatty acyls"	0.834	"Fatty alcohols"	0.771	"Lipids and lipid-like molecules"	0.749	"Fatty Acyls"	0.722	"Fatty alcohols"	0.543	NA	NA	"Fatty alcohols"	0.543	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Fatty alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	368.389	29	0.49	839079755525363584	839079604400389888	839079604396195584	29	NA	29
1	"C33H38O6"	"[M + H3N + H]+"	"C33H42NO6+"	"Shikimates and Phenylpropanoids"	0.869	"Lignans"	0.342	"Neolignans"	0.101	"Benzenoids"	0.953	"Phenol ethers"	0.599	NA	NA	NA	NA	"Phenol ethers"	0.599	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	548.301	29	0.49	839079766384417792	839079604480081664	839079604475887360	30	NA	30
1	"C26H48O4"	"[M + H]+"	"C26H49O4+"	"Fatty acids"	0.958	"Fatty esters"	0.942	"Wax monoesters"	0.518	"Lipids and lipid-like molecules"	0.862	"Fatty Acyls"	0.92	"Fatty alcohol esters"	0.622	NA	NA	"Fatty alcohol esters"	0.622	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Fatty alcohol esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	425.362	29	0.49	839079947272179072	839079604542996352	839079604538802048	31	NA	31
1	"C25H46O2"	"[M + H3N + H]+"	"C25H50NO2+"	"Fatty acids"	0.966	"Fatty esters"	0.969	"Wax monoesters"	0.885	"Lipids and lipid-like molecules"	0.919	"Fatty Acyls"	0.927	"Fatty acid esters"	0.885	NA	NA	"Fatty acid esters"	0.885	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	396.384	29	0.491	839079747740734464	839079604605910912	839079604605910912	32	NA	32
1	"C33H38O6"	"[M + H]+"	"C33H39O6+"	"Shikimates and Phenylpropanoids"	0.438	"Carotenoids (C40)"	0.288	"Neolignans"	0.094	"Benzenoids"	0.865	"Benzene and substituted derivatives"	0.535	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.535	"Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	531.274	29	0.491	839079747216446464	839079604664631168	839079604664631168	33	NA	33
2	"C34H65NO3"	"[M - H2O + H]+"	"C34H64NO2+"	"Fatty acids"	1	"Spingolipids"	0.999	"Ceramides"	0.998	"Lipids and lipid-like molecules"	0.982	"Sphingolipids"	0.947	"Ceramides"	0.987	"Long-chain ceramides"	0.652	"Long-chain ceramides"	0.652	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	518.493	29	0.491	839079750672553216	839079604731740032	839079604731740032	34	NA	34
2	"C34H63NO3"	"[M + H]+"	"C34H64NO3+"	"Fatty acids"	0.999	"Spingolipids"	0.992	"Ceramides"	0.98	"Lipids and lipid-like molecules"	0.952	"Sphingolipids"	0.879	"Ceramides"	0.932	NA	NA	"Ceramides"	0.932	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	534.489	30	0.493	839079751347836288	839079604786265984	839079604786265984	35	NA	35
1	"C34H58O2"	"[M + H3N + H]+"	"C34H62NO2+"	"Terpenoids"	0.921	"Steroids"	0.472	"Cholestane steroids"	0.277	"Lipids and lipid-like molecules"	0.99	"Steroids and steroid derivatives"	0.75	"Steroid esters"	0.704	NA	NA	"Steroid esters"	0.704	"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Steroid esters; Carbonyl compounds; Delta-5-steroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	516.478	30	0.493	839079942423563520	839079604840791936	839079604840791936	36	NA	36
2	"C25H53N"	"[M + H]+"	"C25H54N+"	"Alkaloids"	0.717	"Pseudoalkaloids (transamidation)"	0.091	"Polyamines"	0.143	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Quaternary ammonium salts"	0.774	NA	NA	"Quaternary ammonium salts"	0.774	"Organic compounds; Organonitrogen compounds; Quaternary ammonium salts; Amines; Organic cations; Organic salts; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	368.425	30	0.497	839079748009170048	839079604954038144	839079604954038144	38	NA	38
1	"C20H36O"	"[M + H3N + H]+"	"C20H40NO+"	"Fatty acids"	0.993	"Fatty acyls"	0.976	"Fatty alcohols"	0.694	"Lipids and lipid-like molecules"	0.686	"Fatty Acyls"	0.604	NA	NA	NA	NA	"Fatty Acyls"	0.604	"Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	310.31	31	0.512	839079749594617088	839079605063090048	839079605063090048	40	NA	40
1	"C18H32O"	"[M + H]+"	"C18H33O+"	"Fatty acids"	0.999	"Fatty acyls"	0.993	"Fatty alcohols"	0.74	"Lipids and lipid-like molecules"	0.541	"Fatty Acyls"	0.582	NA	NA	NA	NA	"Fatty Acyls"	0.582	"Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	265.253	31	0.517	839079743156359680	839079605184724864	839079605184724864	42	NA	42
1	"C36H67NO2"	"[M + H3N + H]+"	"C36H71N2O2+"	"Fatty acids"	1	"Fatty amides"	0.99	"Primary amides"	0.668	"Lipids and lipid-like molecules"	0.911	"Fatty Acyls"	0.9	"Fatty amides"	0.852	"N-acyl amines"	0.645	"N-acyl amines"	0.645	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	563.552	31	0.517	839079948274617856	839079605239250816	839079605239250816	43	NA	43
1	"C16H36Si"	"[M + H]+"	"C16H37Si+"	"Terpenoids"	0.721	"Fatty acyls"	0.638	"Pinane monoterpenoids"	0.146	"Hydrocarbon derivatives"	0.979	NA	NA	NA	NA	NA	NA	"Hydrocarbon derivatives"	0.979	"Organic compounds; Hydrocarbon derivatives; Chemical entities"	257.267	31	0.518	839079752438355456	839079605759344512	839079605759344512	53	NA	53
1	"C20H34O2"	"[M + H3N + H]+"	"C20H38NO2+"	"Fatty acids"	1	"Fatty Acids and Conjugates"	0.925	"Unsaturated fatty acids"	0.97	"Lipids and lipid-like molecules"	0.987	"Fatty Acyls"	0.975	"Fatty acids and conjugates"	0.967	"Long-chain fatty acids"	0.921	"Long-chain fatty acids"	0.921	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	324.29	31	0.521	839079757324720256	839079605344108416	839079605344108416	45	NA	45
1	"C17H30O"	"[M + H3N + H]+"	"C17H34NO+"	"Fatty acids"	0.944	"Fatty acyls"	0.925	"Fatty alcohols"	0.506	"Lipids and lipid-like molecules"	0.576	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.576	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	268.264	31	0.523	839079757698013312	839079605394440064	839079605394440064	46	NA	46
