formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C40H60O7	[M + H3N + H]+	C40H64NO7+	Terpenoids	0.990	Triterpenoids	0.937	Ursane and Taraxastane triterpenoids	0.419	Lipids and lipid-like molecules	0.981	Prenol lipids	0.883	Triterpenoids	0.793			Triterpenoids	0.793	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	670.468	29	0.480	839079746646020980	839079603569917706	839079603569917705	17	
1	C32H62O	[M + H3N + H]+	C32H66NO+	Fatty acids	0.903	Fatty acyls	0.315	Fatty alcohols	0.463	Lipids and lipid-like molecules	0.936	Fatty Acyls	0.627					Fatty Acyls	0.627	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	480.515	29	0.481	839079741281505707	839079603507003142	839079603502808837	16	
1	C34H60O	[M + H3N + H]+	C34H64NO+	Fatty acids	0.786	Fatty acyls	0.191	Prenyl quinone meroterpenoids	0.300	Lipids and lipid-like molecules	0.941	Fatty Acyls	0.681	Fatty alcohols	0.544			Fatty alcohols	0.544	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Primary alcohols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	502.499	29	0.483	839079744251073136	839079603783827222	839079603783827221	20	
1	C32H60O	[M + H3N + H]+	C32H64NO+	Fatty acids	0.808	Fatty acyls	0.247	Fatty alcohols	0.216	Lipids and lipid-like molecules	0.842							Lipids and lipid-like molecules	0.842	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	478.499	29	0.483	839079746809598925	839079603712524050	839079603708329745	19	
1	C34H62O	[M + H3N + H]+	C34H66NO+	Terpenoids	0.819	Fatty esters	0.144	Prenyl quinone meroterpenoids	0.480	Lipids and lipid-like molecules	0.851	Prenol lipids	0.651					Prenol lipids	0.651	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	504.514	29	0.483	839079844285231927	839079603855130394	839079603850936089	21	
2	C34H67NO3	[M - H2O + H]+	C34H66NO2+	Fatty acids	1.000	Spingolipids	1.000	Ceramides	1.000	Lipids and lipid-like molecules	0.990	Sphingolipids	0.988	Ceramides	0.997	Long-chain ceramides	0.706	Long-chain ceramides	0.706	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	520.509	29	0.483	839079752434161153	839079603922239262	839079603918044957	22	
1	C34H58O	[M + H3N + H]+	C34H62NO+	Terpenoids	0.985	Triterpenoids	0.614	Lupane triterpenoids	0.128	Lipids and lipid-like molecules	0.978	Prenol lipids	0.857	Triterpenoids	0.550			Triterpenoids	0.550	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Triterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	500.483	29	0.486	839079937168100500	839079604060651302	839079604056456997	24	
1	C28H54O	[M + H3N + H]+	C28H58NO+	Fatty acids	0.964	Fatty esters	0.811	Wax monoesters	0.595	Lipids and lipid-like molecules	0.775	Fatty Acyls	0.746					Fatty Acyls	0.746	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	424.451	29	0.488	839079755525363600	839079604123565866	839079604119371561	25	
1	C29H48O15	[M + H3N + H]+	C29H52NO15+	Terpenoids	0.677	Monoterpenoids	0.846	Secoiridoid monoterpenoids	0.862	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.980	Glycosyl compounds	0.781	O-glycosyl compounds	0.833	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	654.332	29	0.488	839079764262099723	839079604186480430	839079604182286125	26	
1	C26H50O	[M + H3N + H]+	C26H54NO+	Fatty acids	0.924	Fatty acyls	0.743	Fatty alcohols	0.861	Lipids and lipid-like molecules	0.920	Fatty Acyls	0.822	Fatty alcohols	0.650			Fatty alcohols	0.650	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	396.420	29	0.489	839079744548868742	839079604312309558	839079604312309557	28	
4	C29H48O15	[M + H]+	C29H49O15+	Fatty acids	0.418	Monoterpenoids	0.467	Secoiridoid monoterpenoids	0.538	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.972	Glycosyl compounds	0.689	O-glycosyl compounds	0.758	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	637.306	29	0.489	839079974832951503	839079604253589298	839079604249394993	27	
1	C24H46O	[M + H3N + H]+	C24H50NO+	Fatty acids	0.948	Fatty acyls	0.834	Fatty alcohols	0.771	Lipids and lipid-like molecules	0.749	Fatty Acyls	0.722	Fatty alcohols	0.543			Fatty alcohols	0.543	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Fatty alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	368.389	29	0.490	839079755525363603	839079604400389946	839079604396195641	29	
1	C33H38O6	[M + H3N + H]+	C33H42NO6+	Shikimates and Phenylpropanoids	0.869	Lignans	0.342	Neolignans	0.101	Benzenoids	0.953	Phenol ethers	0.599					Phenol ethers	0.599	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	548.301	29	0.490	839079766384417738	839079604480081726	839079604475887421	30	
1	C26H48O4	[M + H]+	C26H49O4+	Fatty acids	0.958	Fatty esters	0.942	Wax monoesters	0.518	Lipids and lipid-like molecules	0.862	Fatty Acyls	0.920	Fatty alcohol esters	0.622			Fatty alcohol esters	0.622	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Fatty alcohol esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	425.362	29	0.490	839079947272179054	839079604542996290	839079604538801985	31	
1	C25H46O2	[M + H3N + H]+	C25H50NO2+	Fatty acids	0.966	Fatty esters	0.969	Wax monoesters	0.885	Lipids and lipid-like molecules	0.919	Fatty Acyls	0.927	Fatty acid esters	0.885			Fatty acid esters	0.885	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	396.384	29	0.491	839079747740734508	839079604605910854	839079604605910853	32	
1	C33H38O6	[M + H]+	C33H39O6+	Shikimates and Phenylpropanoids	0.438	Carotenoids (C40)	0.288	Neolignans	0.094	Benzenoids	0.865	Benzene and substituted derivatives	0.535					Benzene and substituted derivatives	0.535	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	531.274	29	0.491	839079747216446447	839079604664631114	839079604664631113	33	
2	C34H65NO3	[M - H2O + H]+	C34H64NO2+	Fatty acids	1.000	Spingolipids	0.999	Ceramides	0.998	Lipids and lipid-like molecules	0.982	Sphingolipids	0.947	Ceramides	0.987	Long-chain ceramides	0.652	Long-chain ceramides	0.652	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	518.493	29	0.491	839079750672553218	839079604731739982	839079604731739981	34	
2	C34H63NO3	[M + H]+	C34H64NO3+	Fatty acids	0.999	Spingolipids	0.992	Ceramides	0.980	Lipids and lipid-like molecules	0.952	Sphingolipids	0.879	Ceramides	0.932			Ceramides	0.932	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	534.489	30	0.493	839079751347836276	839079604786265938	839079604786265937	35	
1	C34H58O2	[M + H3N + H]+	C34H62NO2+	Terpenoids	0.921	Steroids	0.472	Cholestane steroids	0.277	Lipids and lipid-like molecules	0.990	Steroids and steroid derivatives	0.750	Steroid esters	0.704			Steroid esters	0.704	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Steroid esters; Carbonyl compounds; Delta-5-steroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	516.478	30	0.493	839079942423563500	839079604840791894	839079604840791893	36	
2	C25H53N	[M + H]+	C25H54N+	Alkaloids	0.717	Pseudoalkaloids (transamidation)	0.091	Polyamines	0.143	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Quaternary ammonium salts	0.774			Quaternary ammonium salts	0.774	Organic compounds; Organonitrogen compounds; Quaternary ammonium salts; Amines; Organic cations; Organic salts; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	368.425	30	0.497	839079748009170000	839079604954038110	839079604954038109	38	
1	C20H36O	[M + H3N + H]+	C20H40NO+	Fatty acids	0.993	Fatty acyls	0.976	Fatty alcohols	0.694	Lipids and lipid-like molecules	0.686	Fatty Acyls	0.604					Fatty Acyls	0.604	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	310.310	31	0.512	839079749594617041	839079605063090022	839079605063090021	40	
1	C18H32O	[M + H]+	C18H33O+	Fatty acids	0.999	Fatty acyls	0.993	Fatty alcohols	0.740	Lipids and lipid-like molecules	0.541	Fatty Acyls	0.582					Fatty Acyls	0.582	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	265.253	31	0.517	839079743156359721	839079605184724846	839079605184724845	42	
1	C36H67NO2	[M + H3N + H]+	C36H71N2O2+	Fatty acids	1.000	Fatty amides	0.990	Primary amides	0.668	Lipids and lipid-like molecules	0.911	Fatty Acyls	0.900	Fatty amides	0.852	N-acyl amines	0.645	N-acyl amines	0.645	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	563.552	31	0.517	839079948274617794	839079605239250802	839079605239250801	43	
1	C16H36Si	[M + H]+	C16H37Si+	Terpenoids	0.721	Fatty acyls	0.638	Pinane monoterpenoids	0.146	Hydrocarbon derivatives	0.979							Hydrocarbon derivatives	0.979	Organic compounds; Hydrocarbon derivatives; Chemical entities	257.267	31	0.518	839079752438355462	839079605759344538	839079605759344537	53	
1	C20H34O2	[M + H3N + H]+	C20H38NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.925	Unsaturated fatty acids	0.970	Lipids and lipid-like molecules	0.987	Fatty Acyls	0.975	Fatty acids and conjugates	0.967	Long-chain fatty acids	0.921	Long-chain fatty acids	0.921	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	324.290	31	0.521	839079757324720261	839079605344108410	839079605344108409	45	
1	C17H30O	[M + H3N + H]+	C17H34NO+	Fatty acids	0.944	Fatty acyls	0.925	Fatty alcohols	0.506	Lipids and lipid-like molecules	0.576							Lipids and lipid-like molecules	0.576	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	268.264	31	0.523	839079757698013366	839079605394440062	839079605394440061	46	
1	C16H30O	[M + H3N + H]+	C16H34NO+	Fatty acids	0.988	Fatty acyls	0.976	Fatty alcohols	0.952	Lipids and lipid-like molecules	0.622	Fatty Acyls	0.646	Fatty alcohols	0.680	Long-chain fatty alcohols	0.660	Long-chain fatty alcohols	0.660	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Fatty alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	256.264	31	0.523	839079741688353204	839079605448966018	839079605444771713	47	
1	C20H35NO2	[M + H3N + H]+	C20H39N2O2+	Fatty acids	1.000	Fatty amides	0.972	Primary amides	0.432	Lipids and lipid-like molecules	0.883	Fatty Acyls	0.853	Fatty amides	0.777	N-acyl amines	0.560	N-acyl amines	0.560	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	339.301	31	0.524	839079758872418564	839079605499297670	839079605495103365	48	
1	C16H28O	[M + H3N + H]+	C16H32NO+	Fatty acids	0.994	Fatty acyls	0.982	Fatty aldehydes	0.782	Lipids and lipid-like molecules	0.492	Fatty Acyls	0.440	Fatty aldehydes	0.622			Fatty aldehydes	0.622	Organic compounds; Aldehydes; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	254.248	31	0.525	839079765218401123	839079605549629322	839079605549629321	49	
1	C18H32O2	[M + H3N + H]+	C18H36NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.903	Unsaturated fatty acids	0.947	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.981	Lineolic acids and derivatives	0.723			Lineolic acids and derivatives	0.723	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	298.274	32	0.526	839079756934649934	839079605658681234	839079605654486929	51	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.976	Unsaturated fatty acids	0.980	Lipids and lipid-like molecules	0.985	Fatty Acyls	0.983	Fatty acids and conjugates	0.979	Long-chain fatty acids	0.952	Long-chain fatty acids	0.952	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	296.258	32	0.528	839079750685136154	839079605818064798	839079605813870493	54	
